// Compost colors for crystalcraft_unlimited_java. You may add your own colors, change existing ones, or remove colors that aren't needed.
adamantite, #ff36ff
ikegamin_1_armor_chestplate, #f5ed2d
ikegamin_1_armor_helmet, #ded632
ikegamin_1_armor_leggings, #eee74a
ikegamini, #bcb400
ikegamini_axe, #ffff6b
ikegamini_hoe, #ffff52
ikegamini_pickaxe, #ffff5e
ikegamini_shovel, #fffe62
ikegamini_sword, #fffc44
ikegamium, #abbf
ikegamium_axe, #78faff
ikegamium_hoe, #5ff2ff
ikegamium_pickaxe, #68f5ff
ikegamium_shovel, #58f1ff
ikegamium_sword, #39e8fe
ikegamiumm_armor_boots, #5ce1f2
ikegamiumm_armor_chestplate, #48def1
ikegamiumm_armor_helmet, #4ed0e0
ikegamiumm_armor_leggings, #55dced
ikegamonium, #c000a2
ikegamonium_axe, #ff5ce1
ikegamonium_dust_armor_boots, #fc50d4
ikegamonium_dust_armor_chestplate, #ff41da
ikegamonium_dust_armor_helmet, #eb44c8
ikegamonium_dust_armor_leggings, #f848d2
ikegamonium_hoe, #ff4adc
ikegamonium_pickaxe, #ff54de
ikegamonium_shovel, #ff58dc
ikegamonium_sword, #ff3dd9
indigo_cyber_sword, #7d5cff
indigolite, #36dabb
indigolite_armor_boots, #40a893
indigolite_armor_chestplate, #4ac2ab
indigolite_armor_helmet, #3aa48d
indigolite_armor_leggings, #41af9a
indigolite_axe, #347262
indigolite_cyber_sword, #66afa8
indigolite_hoe, #c5a46
indigolite_pickaxe, #a644b
indigolite_shovel, #2a6554
indigolite_sword, #1c6e5c
indium_armor_boots, #cfbfd7
indium_armor_chestplate, #f1e0fa
indium_armor_helmet, #bfafc9
indium_armor_leggings, #d9c9e1
indium_axe, #bbb2c0
indium_hoe, #b6b1bb
indium_ingot, #faeaff
indium_pickaxe, #bfb6c3
indium_shovel, #cfc8d3
indium_sword, #ccbed4
iolit_armor_boots, #3a2a96
iolit_armor_chestplate, #4633ae
iolit_armor_helmet, #322389
iolit_armor_leggings, #3c2a9b
iolite, #6855d0
iolite_axe, #373c83
iolite_hoe, #1e285e
iolite_pickaxe, #1f2968
iolite_shovel_recipe, #323a76
iolite_sword, #4332a7
iridium, #bea0c8
iridium_armor_boots, #edcdfa
iridium_armor_chestplate, #ffe0ff
iridium_armor_helmet, #e6c5f1
iridium_armor_leggings, #f1d0fe
iridium_axe, #aa8daf
iridium_hoe, #d3b5da
iridium_pickaxe, #d0aad9
iridium_shovel, #d2c2d9
iridium_sword, #b58eb5
iris_agate, #dda5a5
iris_agate_axe, #c08068
iris_agate_hoe, #a1a462
iris_agate_pickaxe, #b49366
iris_agate_sword, #d979a0
iris_shovel, #c08e69
iron_stick, #d7d0d0
jade, #51a13a
jade_armor_boots, #308322
jade_armor_chestplate, #40a42d
jade_armor_helmet, #43873d
jade_armor_leggings, #339b1f
jade_axe, #306634
jade_hoe, #f470c
jade_pickaxe, #e4e0a
jade_shovel, #c460f
jade_sword, #448944
jasper, #ff472a
jasper_armor_boots, #f73923
jasper_armor_chestplate, #ff4d39
jasper_armor_helmet, #eb2d18
jasper_armor_leggings, #fb3a25
jasper_axe, #b23729
jasper_hoe, #9d2c0c
jasper_pickaxe, #b52d0a
jasper_shovel, #94281e
jasper_sword, #dc2614
kunzite, #ff29b1
kunzite_armor_boots, #ee11b5
kunzite_armor_chestplate, #ff1cb5
kunzite_armor_helmet, #ee0bb1
kunzite_armor_leggings, #ee129a
kunzite_axe, #c92a9e
kunzite_hoe, #980c64
kunzite_pickaxe, #ab0a6e
kunzite_shovel, #90206f
kunzite_sword, #e11caa
labradorite, #4082a8
labradorite_armor_boots, #143e57
labradorite_armor_chestplate, #f5479
labradorite_armor_helmet, #c2937
labradorite_armor_leggings, #11405b
labradorite_axe, #326280
labradorite_hoe, #142a39
labradorite_pickaxe, #153346
labradorite_shovel, #224b65
labradorite_sword, #256b94
lapis_lazuli_sword, #160cca
lapiz_armor_boots, #1108a1
lapiz_armor_chestplate, #2218cd
lapiz_armor_helmet, #1108a2
lapiz_armor_leggings, #120aa8
lapiz_axe, #120c6b
lapiz_hoe, #141152
lapiz_pickaxe, #151166
lapiz_shovel, #1b156c
larimar, #d7fcfc
larimar_armor_boots, #a1cfcf
larimar_armor_chestplate, #bef1f1
larimar_armor_helmet, #97c5c5
larimar_armor_leggings, #a8d7d7
larimar_axe, #c2e8e8
larimar_hoe, #a2c0bf
larimar_pickaxe, #97bfbe
larimar_shovel, #91c8c8
larimar_sword, #9acfcf
lead, #828282
lead_armor_boots, #797676
lead_armor_chestplate, #838282
lead_armor_helmet, #757272
lead_armor_leggings, #7a7979
lead_axe, #969494
lead_hoe, #767676
lead_pickaxe, #696868
lead_shovel, #555454
lead_sword, #656565
legendary_blue_cyber_sword, #66ddff
legendary_green_cyber_sword, #5fffb1
light_orange_cyber_sword, #ffb444
light_orange_sword, #cd791c
light_pink_cyber_sword, #ff70fc
lime_cyber_sword, #cfff54
lithium, #cde7e7
lithium_hoe, #a2aeae
lithium_pickaxe_recipe, #a4b1b1
lithium_shovel, #bfcccc
lithium_sword, #96aeae
lithiun_armor_boots, #8ea7a7
lithiun_armor_chestplate, #acc8c8
lithiun_armor_helmet, #7f9898
lithiun_armor_leggings, #90abab
litium_axe, #a2b4b4
magnesium, #ffaeae
magnesium_axe, #d4a5a5
magnesium_hoe_recipe, #bc9393
magnesium_pickaxe, #c39090
magnesium_shovel_recipe, #d4abab
magnesium_sword, #d78787
magnesiums_armor_boots, #ea9494
magnesiums_armor_chestplate, #fba4a4
magnesiums_armor_helmet, #e38c8c
magnesiums_armor_leggings, #ed9696
malachite, #44d298
malachite_armor_boots, #33d033
malachite_armor_chestplate, #3ddd39
malachite_armor_helmet, #3ac82f
malachite_armor_leggings, #32d936
malachite_axe, #2f8a6b
malachite_cyber_saber, #6bff8a
malachite_hoe, #c623c
malachite_pickaxe, #a7646
malachite_shovel, #166e43
malachite_sword, #23805c
manganese_armor_boots, #b45e51
manganese_armor_chestplate, #d37362
manganese_armor_helmet, #b95f51
manganese_armor_leggings, #b96152
manganese_axe, #c3867d
manganese_hoe, #b28c84
manganese_ingot, #ed8c7c
manganese_pickaxe, #b8867d
manganese_shovel, #c8948d
manganese_sword, #c26f62
maradonyx, #98daff
maradonyx_armor_boots, #96c8ff
maradonyx_armor_chestplate, #7fbeff
maradonyx_armor_helmet, #80b5f7
maradonyx_armor_leggings, #8dc2ff
maradonyx_axe, #bfe8ff
maradonyx_hoe, #c2f4ff
maradonyx_pickaxe, #bff2ff
maradonyx_shovel, #b8edff
maradonyx_sword, #aee6ff
maroon_cyber_sword, #d45b55
maroon_diamond, #a72323
maroon_diamond_armor_boots, #780e0e
maroon_diamond_armor_chestplate, #941111
maroon_diamond_armor_helmet, #6c0a0a
maroon_diamond_armor_leggings, #7c0c0c
maroon_diamond_axe, #802a2a
maroon_diamond_hoe, #570404
maroon_diamond_pickaxe, #5a0505
maroon_diamond_shovel, #610a0a
maroon_diamond_sword, #7d1b1b
matizium, #a086f4
matizium_armor_boots, #a78ef2
matizium_armor_chestplate, #a58cfb
matizium_armor_helmet, #947ddd
matizium_armor_leggings, #a187f1
matizium_axe, #b69dff
matizium_hoe, #b8a0ff
matizium_pickaxe, #b69dff
matizium_shovel, #c2aaff
matizium_sword, #a789ff
matrix_armor_boots, #87b5c6
matrix_armor_chestplate, #87d4da
matrix_armor_helmet, #70a0b1
matrix_armor_leggings, #7fbfc9
matrix_axe, #5fc8b8
matrix_hoe, #58b2b4
matrix_opal, #7ad3e1
matrix_opal_picaxe, #57aeaf
matrix_shovel, #84cfd4
matrix_sword, #43c2b8
matrix_upgrade, #d7e8ed
medusa_armor_boots, #69cce1
medusa_armor_chestplate, #83e1f5
medusa_armor_helmet, #80d4e7
medusa_armor_leggings, #79d0e4
medusa_quartz, #aef7ff
medusa_quartz_axe, #8ac9d4
medusa_quartz_hoe, #64b5c8
medusa_quartz_pickaxe, #70bccd
medusa_quartz_shovel, #72c6ed
medusa_quartz_sword, #7dcadc
meteorite_armor_boots, #7c411e
meteorite_armor_chestplate, #9a5222
meteorite_armor_helmet, #783d16
meteorite_armor_leggings, #864a1f
meteorite_axe, #d0681f
meteorite_blade, #dd780b
meteorite_hoe, #9d540f
meteorite_ingot, #863e11
meteorite_pickaxe, #b8640f
meteorite_scrap, #863a14
meteorite_shovel, #bc4d08
meteorite_upgrade, #69320f
molybdenum_axe, #7f8da0
molybdenum_boots, #738aaa
molybdenum_chestplate, #82a0c8
molybdenum_helmet, #7289a7
molybdenum_hoe, #89919d
molybdenum_ingot, #7f9ac2
molybdenum_leggings, #768eaf
molybdenum_pickaxe, #808c9a
molybdenum_shovel, #909bae
molybdenum_sword, #6b7d96
moonstone, #89ffff
moonstone_armor_boots, #50e0e1
moonstone_armor_chestplate, #5cffff
moonstone_armor_helmet, #29eae7
moonstone_armor_leggings, #5aeae4
moonstone_axe, #299bab
moonstone_hoe, #ba8b1
moonstone_pickaxe, #8b9c3
moonstone_shovel, #1e949a
moonstone_sword, #47f5fe
mythril, #11ffff
mythril_and_adamantite_sword, #584a9b
mythril_armor_boots, #14d3d3
mythril_armor_chestplate, #1cf2f4
mythril_armor_helmet, #ed4d4
mythril_armor_leggings, #15e0e0
mythril_axe, #34f5f5
mythril_hoe, #54c3c3
mythril_pickaxe, #51cdcd
mythril_shovel, #55cccc
mythril_sword, #16c8b2
neon_meteorite, #642d62
neon_meteorite_armor_boots, #401c3e
neon_meteorite_armor_chestplate, #522a52
neon_meteorite_armor_helmet, #442541
neon_meteorite_armor_leggings, #4b2546
neon_meteorite_axe, #9e1bb9
neon_meteorite_blade, #a70cae
neon_meteorite_hoe, #a00bab
neon_meteorite_pickaxe, #a80baf
neon_meteorite_scrap, #653465
neon_meteorite_shovel, #762586
neon_upgrade, #432344
neptunium, #7dffc2
neptunium_armor_boots, #47a275
neptunium_armor_chestplate, #54c98e
neptunium_armor_helmet, #368c61
neptunium_armor_leggings, #5fe8a4
neptunium_axe, #5ce4a0
neptunium_pickaxe, #69e8a8
neptunium_scythe, #68e7a7
neptunium_shovel, #75fcb8
neptunium_sword, #66f1ab
nickel, #ffc8c8
nickel_1_armor_boots, #f2aeae
nickel_1_armor_chestplate, #ffc5c5
nickel_1_armor_helmet, #eda8a8
nickel_1_armor_leggings, #f8b4b4
nickel_axe, #d7bfbf
nickel_hoe, #eac8c8
nickel_pickaxe, #edc2c2
nickel_shovel, #f1d0d0
nickel_sword, #dab9b9
niobium_armor_boots, #bb4ac0
niobium_armor_chestplate, #de5be4
niobium_armor_helmet, #bb4abf
niobium_armor_leggings, #c24dc8
niobium_axe, #bb6cbf
niobium_hoe, #ab79ae
niobium_ingot, #de5be3
niobium_pickaxe, #ae6fb1
niobium_shovel, #c87fca
niobium_sword, #bb52bf
obsidian_armor_boots, #510791
obsidian_armor_chestplate, #640eb5
obsidian_armor_helmet, #4d078a
obsidian_armor_leggings, #55089a
obsidian_axe, #3c1262
obsidian_blade, #520f87
obsidian_hoe, #2d0f48
obsidian_pickaxe, #360f58
obsidian_shard, #610ea1
obsidian_shovel, #3e1666
obsidian_stick, #302934
olive_diamond, #daff4b
olive_diamond_armor_boots, #d9ff15
olive_diamond_armor_chestplate, #ebff1c
olive_diamond_armor_helmet, #d2ff0f
olive_diamond_armor_leggings, #dcff15
olive_diamond_axe, #93b414
olive_diamond_hoe, #b1d625
olive_diamond_pickaxe, #b6da2f
olive_diamond_shovel, #b5da2a
olive_diamond_sword, #9ec019
olive_pearl, #e6ff5e
olive_pearl_1_armor_boots, #c0f136
olive_pearl_1_armor_chestplate, #d0ff2d
olive_pearl_1_armor_helmet, #b2e423
olive_pearl_1_armor_leggings, #c5f534
olive_pearl_sword, #94de50
olivine, #89be3a
olivine_armor_boots, #699629
olivine_armor_chestplate, #72b114
olivine_armor_helmet, #668d2d
olivine_armor_leggings, #6ea41b
olivine_axe, #5a7a29
olivine_hoe, #618330
olivine_pickaxe_recipe, #668734
olivine_shovel, #62901e
olivine_sword, #5a7d25
onyx, #2a2a2a
onyx_armor_boots, #202020
onyx_armor_chestplate, #2d2d2d
onyx_armor_helmet, #202020
onyx_armor_leggings, #222222
onyx_axe, #1f1e1f
onyx_hoe, #121212
onyx_pickaxe, #111111
onyx_shovel, #1b1b1b
onyx_sword, #1b1b1b
opal, #ffd6ff
opal_armor_boots, #7c55e0
opal_armor_chestplate, #a868ff
opal_armor_helmet, #8d47e6
opal_armor_leggings, #575eb8
opal_axe, #5c5eab
opal_hoe, #69479e
opal_pickaxe, #7d3db5
opal_shovel, #663994
opal_sword, #a14be6
orange_catseye, #ff841e
orange_catseye_1_armor_boots, #ff6916
orange_catseye_1_armor_chestplate, #ff842c
orange_catseye_1_armor_helmet, #fb540b
orange_catseye_1_armor_leggings, #ff6f1b
orange_catseye_axe, #cc6125
orange_catseye_hoe, #af4312
orange_catseye_pickaxe, #bc400b
orange_catseye_shovel, #e45815
orange_catseye_sword, #ff6115
orange_crossguard_sword, #ffa757
orange_cyber_sword, #ff9a54
orange_diamond, #ff9843
orange_diamond_armor_set_boots, #e75814
orange_diamond_armor_set_chestplate, #ff7518
orange_diamond_armor_set_helmet, #da4d0e
orange_diamond_armor_set_leggings, #f15c12
orange_diamond_axe, #ff6f1c
orange_diamond_hoe, #c23e0c
orange_diamond_pickaxe, #c84312
orange_diamond_shovel, #ca4815
orange_diamond_sword, #ff7814
orange_pearl, #ffd062
orange_pearl_1_armor_boots, #ff7029
orange_pearl_1_armor_chestplate, #ff893e
orange_pearl_1_armor_helmet, #ff661c
orange_pearl_1_armor_leggings, #ff7f3a
orange_pearl_axe, #ae4d1c
orange_pearl_hoe, #823a16
orange_pearl_pickaxe_recipe, #9b3c16
orange_pearl_shovel, #973c14
orange_pearl_sword, #fb6c2c
orange_star_sapphire, #a04e1f
orange_star_sapphire_axe, #d67034
orange_star_sapphire_hoe, #bc642f
orange_star_sapphire_pickaxe, #bf6229
orange_star_sapphire_shovel, #d9753a
orange_star_sapphire_sword, #c35816
orangestar_armor_boots, #80370e
orangestar_armor_chestplate, #bb5f2c
orangestar_armor_helmet, #893a0e
orangestar_armor_leggings, #8a3c11
orichalcum, #eb1880
orichalcum_armor_boots, #514628
orichalcum_armor_chestplate, #832d41
orichalcum_armor_helmet, #894846
orichalcum_armor_leggings, #70203a
orichalcum_axe, #7c613c
orichalcum_hoe, #a40c52
orichalcum_pickaxe, #aa0e58
orichalcum_shovel, #846e40
orichalcum_sword, #c21569
osmium, #b4c8d3
osmium_armor_boots, #899daa
osmium_armor_chestplate, #97abb8
osmium_armor_helmet, #8ea1ac
osmium_armor_leggings, #8296a2
osmium_axe, #a4b6c2
osmium_hoe, #93a7b2
osmium_pickaxe, #91a4af
osmium_shovel, #8397a4
osmium_sword, #9db2be
painite, #580f1f
painite_armor_boots, #6e0b20
painite_armor_chestplate, #8a0f2a
painite_armor_helmet, #5c1122
painite_armor_leggings, #700e23
painite_axe, #5c1e2a
painite_hoe, #5a1525
painite_pickaxe, #611929
painite_shovel, #641225
painite_sword, #5e1f2c
paladium_axe, #e48d6f
paladium_pickaxe, #ff8355
palintinium, #ffbc50
palintinium_armor_boots, #ffa83e
palintinium_armor_chestplate, #ffa732
palintinium_armor_helmet, #ff9b32
palintinium_armor_leggings, #ffa232
palintinium_axe, #ffcc84
palintinium_hoe, #ffc976
palintinium_pickaxe, #ffc86f
palintinium_shovel, #ffd27f
palintinium_sword, #ffc05f
palladium, #98523a
palladium_hoe, #de8666
palladium_shovel, #ed9a7f
palladium_sword, #f57d52
palladiumm_armor_boots, #eb5e2d
palladiumm_armor_chestplate, #ff6632
palladiumm_armor_helmet, #e45726
palladiumm_armor_leggings, #f05e2d
peacock_armor_boots, #d9728e
peacock_armor_chestplate, #ea8db4
peacock_armor_helmet, #dd83a5
peacock_armor_leggings, #ea7682
peacock_axe, #8c6496
peacock_hoe, #b64066
peacock_ore, #eaa4da
peacock_pickaxe, #935a82
peacock_shovel, #75577f
peacock_sword, #c57ac3
peacock_topaz, #62a7d0
peacock_topaz_armor_boots, #4aa2a5
peacock_topaz_armor_chestplate, #61beca
peacock_topaz_armor_helmet, #41969e
peacock_topaz_armor_leggings, #3dab7d
peacock_topaz_axe, #447f9a
peacock_topaz_hoe, #54546f
peacock_topaz_pickaxe, #436b86
peacock_topaz_shovel, #365472
peacock_topaz_sword, #7294cf
pearl, #ffffff
pearl_armor_boots, #ffffff
pearl_armor_chestplate, #ffffff
pearl_armor_helmet, #fffaff
pearl_armor_leggings, #ffffff
pearl_axe, #afb1c3
pearl_hoe, #7a90b8
pearl_item, #ffffff
pearl_pickaxe, #9a9bca
pearl_shovel, #9a98c8
pearl_sword, #ffdeff
pelenite_axe, #ff47a4
pelenite_hoe, #ff3697
pelenite_pickaxe, #ff3998
pelenite_shovel, #fc2d8e
pelenite_sword, #f02a87
pelenium, #ff44b1
pelenium_a_rmor_boots, #f83390
pelenium_a_rmor_chestplate, #ff3eaa
pelenium_a_rmor_helmet, #f2308c
pelenium_a_rmor_leggings, #ff3394
peridot, #3aff32
peridot_armor_boots, #1ceb14
peridot_armor_chestplate, #22ff19
peridot_armor_helmet, #15dd0e
peridot_armor_leggings, #1bf212
peridot_axe, #39902a
peridot_hoe, #c9a0c
peridot_pickaxe, #aac0a
peridot_shovel, #c7f0c
peridot_sword, #1fc01b
pink_armor_boots, #d30f50
pink_armor_chestplate, #ff1264
pink_armor_helmet, #c30a47
pink_armor_leggings, #dc0e52
pink_catseye, #d928c2
pink_catseye_axe, #9b2a8e
pink_catseye_hoe, #87187a
pink_catseye_pickaxe, #8e1280
pink_catseye_shovel, #b922a8
pink_catseye_sword, #ca15b5
pink_crossguard_sword, #ff61ff
pink_cyber_sword, #ff6bd2
pink_diamond, #ff91f0
pink_diamond_armor_boots, #ff61d9
pink_diamond_armor_chestplate, #ff8ef8
pink_diamond_armor_helmet, #ff4bca
pink_diamond_armor_leggings, #ff69de
pink_diamond_axe, #ff8aed
pink_diamond_hoe, #ff5fd9
pink_diamond_pickaxe, #ff70e7
pink_diamond_shovel, #ff65dd
pink_diamond_sword, #fb47b4
pink_pearl, #ffeeff
pink_pearl_1_armor_boots, #ffccff
pink_pearl_1_armor_chestplate, #ffe1ff
pink_pearl_1_armor_helmet, #ffcaff
pink_pearl_1_armor_leggings, #ffd9ff
pink_pearl_axe, #d280be
pink_pearl_hoe, #a86194
pink_pearl_pickaxe, #d079bc
pink_pearl_shovel, #c67ab4
pink_pearl_sword, #ffaaff
pink_ruby, #ff4083
pink_ruby_axe, #8c1f43
pink_ruby_hoe, #5a0b26
pink_ruby_pickaxe, #720b2d
pink_ruby_shovel, #83193c
pink_ruby_sword, #bb114a
pink_star_armor_boots, #7a0e79
pink_star_armor_chestplate, #b52cb2
pink_star_armor_helmet, #930e90
pink_star_armor_leggings, #7c0479
pink_star_sapphire, #a01f9e
pink_star_sapphire_axe, #d63dd4
pink_star_sapphire_hoe, #a12ca0
pink_star_sapphire_pickaxe, #962694
pink_star_sapphire_shovel, #ac32aa
pink_star_sapphire_sword, #c316c0
pink_tigerseye_armor_boots, #b812a5
pink_tigerseye_armor_chestplate, #dd15c3
pink_tigerseye_armor_helmet, #ca14b5
pink_tigerseye_armor_leggings, #ca16b4
pitambari_axe, #7f8772
pitambari_hoe, #757f69
pitambari_neelam, #ffffff
pitambari_neelam_armor_boots, #b9c2c6
pitambari_neelam_armor_chestplate, #c2ccd4
pitambari_neelam_armor_helmet, #aab4b9
pitambari_neelam_armor_leggings, #c5ccd3
pitambari_pickaxe, #787f87
pitambari_shovel, #646b70
pitambari_sword, #a4abc0
platinum, #d3ddf2
platinum_armor_boots, #b4bed3
platinum_armor_chestplate, #d0dcf4
platinum_armor_helmet, #aeb8cd
platinum_armor_leggings, #bfc9e0
platinum_axe, #a2b9c8
platinum_hoe_recipe, #afb6c9
platinum_pickaxe, #b1c8cc
platinum_shovel_recipe, #c3c9d4
platinum_sword, #9dafc8
plutonium, #c6ff40
plutonium_and_unoptanium_pickaxe, #55a07c
plutonium_armor_boots, #dcf069
plutonium_armor_chestplate, #d0ea44
plutonium_armor_helmet, #c8de4d
plutonium_armor_leggings, #d3e858
plutonium_axe, #ddf461
plutonium_pickaxe, #edfc87
plutonium_scythe, #ebfb8d
plutonium_shovel, #e8fa84
plutonium_sword, #879d15
potassium_armor_boots, #c0d9de
potassium_armor_chestplate, #fbffff
potassium_armor_helmet, #c5dde4
potassium_armor_leggings, #d0e8f0
pottasium_axe, #e8f7fb
pottasium_hoe, #dae4e7
pottasium_ingot, #ffffff
pottasium_pickaxe, #c3d0d3
pottasium_shovel, #edfafc
pottasium_sword, #f7ffff
princess_axe, #6c5598
princess_pickaxe, #705e9b
princess_scythe, #6e5b94
princess_shovel, #6f6ca2
prism, #ffe3be
prism_armor_boots, #ff18ac
prism_armor_chestplate, #46d3a7
prism_armor_helmet, #ff510c
prism_armor_leggings, #dc0cff
prism_bow, #af8ea4
prism_hoe, #805a1f
prism_pickaxe, #80585c
prism_shovel, #a17962
prism_sword, #839e97
purple_armor_boots, #c382fc
purple_armor_chestplate, #e49dff
purple_armor_helmet, #b676f1
purple_armor_leggings, #ca86ff
purple_catseye, #a519e8
purple_catseye_1_armor_boots, #700ca1
purple_catseye_1_armor_chestplate, #9019c8
purple_catseye_1_armor_helmet, #780cab
purple_catseye_1_armor_leggings, #7c14ae
purple_catseye_axe, #7f26aa
purple_catseye_hoe, #571576
purple_catseye_pickaxe, #5a0f7d
purple_catseye_shovel, #6f1998
purple_catseye_sword, #9614d4
purple_crossguard_sword, #b264ff
purple_cyber_sword, #c273ff
purple_diamond, #dc46ff
purple_diamond_armor_boots, #bb22ff
purple_diamond_armor_chestplate, #d430ff
purple_diamond_armor_helmet, #b219fe
purple_diamond_armor_leggings, #bf22ff
purple_diamond_axe, #b82fff
purple_diamond_hoe, #b51fff
purple_diamond_pickaxe, #c228ff
purple_diamond_shovel, #bb23ff
purple_diamond_sword, #a419fa
purple_gold, #f5aeff
purple_gold_axe, #d4a7fc
purple_gold_hoe, #b596d3
purple_gold_pickaxe, #bb94e0
purple_gold_shovel, #d3aef2
purple_gold_sword, #c386fe
purple_pearl, #de62ff
purple_pearl_1_armor_boots, #be4dff
purple_pearl_1_armor_chestplate, #e478ff
purple_pearl_1_armor_helmet, #b53eff
purple_pearl_1_armor_leggings, #cd64ff
purple_pearl_axe, #8234af
purple_pearl_hoe, #612683
purple_pearl_pickaxe_recipe, #6b28a0
purple_pearl_shovel, #6b299d
purple_pearl_sword, #d25fff
purple_star_armor_boots, #750b93
purple_star_armor_chestplate, #9b25bc
purple_star_armor_helmet, #730a91
purple_star_armor_leggings, #7d0c9e
purple_star_sapphire, #831fa0
purple_star_sapphire_axe, #b137d2
purple_star_sapphire_hoe, #9e34bb
purple_star_sapphire_pickaxe, #982db5
purple_star_sapphire_shovel, #b132d4
purple_star_sapphire_sword, #9e16c3
pyrite, #ffd316
pyrite_armor_boots, #d2a704
pyrite_armor_chestplate, #edbe04
pyrite_armor_helmet, #c9a004
pyrite_armor_leggings, #d4aa04
pyrite_axe, #eabb15
pyrite_hoe, #e0af04
pyrite_pickaxe, #e1b107
pyrite_shovel, #e7bb0a
pyrite_sword, #e7b812
quartz_infused_pyrite_a_xe, #dcc575
quartz_infused_pyrite_armor_boots, #e7c95e
quartz_infused_pyrite_armor_chestplate, #e6dab4
quartz_infused_pyrite_armor_helmet, #bcab6f
quartz_infused_pyrite_armor_leggings, #d9c376
quartz_infused_pyrite_hoe, #afa47a
quartz_infused_pyrite_pickaxe, #b2a77c
quartz_infused_pyrite_spade, #e1c966
quartz_infused_pyrite_sword, #e0cc7d
quick_silver_shovel, #e7e7e7
quicksilver, #d7d7d7
quicksilver_armor_boots, #b6b6b6
quicksilver_armor_chestplate, #c3c3c3
quicksilver_armor_helmet, #b2b2b2
quicksilver_armor_leggings, #c0c0c0
quicksilver_axe, #d4d3d3
quicksilver_fluid_bucket, #cacaca
quicksilver_hoe, #e3e3e3
quicksilver_pickaxe, #e6e6e6
quicksilver_sword, #bfbfbf
radium, #b8e8e7
radium_armor_boots, #9ae6cd
radium_armor_chestplate, #aae1d0
radium_armor_helmet, #93d0c5
radium_armor_leggings, #9ad9d9
radium_axe, #afd7de
radium_hoe, #a0ddd9
radium_pickaxe, #9eddd4
radium_shovel, #b5dde6
radium_sword, #9bd6e3
rainbow_axe_2, #835a48
rainbow_cyber_sword, #d2b2a0
rare_amethyst, #daaaff
rare_amethyst_armor_boots, #d99af4
rare_amethyst_armor_chestplate, #e697ff
rare_amethyst_armor_helmet, #cf91ea
rare_amethyst_armor_leggings, #dc94f8
rare_amethyst_axe, #c29bea
rare_amethyst_hoe, #a887c9
rare_amethyst_pickaxe, #9e72ca
rare_amethyst_shovel, #ab72ed
rare_amethyst_sword, #a269dc
rare_armor_boots, #ffde8c
rare_armor_chestplate, #fff89b
rare_armor_helmet, #ffdc86
rare_armor_leggings, #ffe691
rare_citrine, #ffe487
rare_citrine_axe, #ffd291
rare_citrine_hoe, #e3b482
rare_citrine_pickaxe, #eeae69
rare_citrine_shovel, #fbac6c
rare_citrine_sword, #ffb25f
rare_sapphire, #aacdca
rare_sapphire_armor_boots, #9ba57c
rare_sapphire_armor_chestplate, #9aaf94
rare_sapphire_armor_helmet, #8da28a
rare_sapphire_armor_leggings, #98a480
rare_sapphire_axe, #797d7d
rare_sapphire_hoe, #876541
rare_sapphire_pickaxe, #6b6565
rare_sapphire_shovel, #695c54
rare_sapphire_sword, #809898
rare_star_armor_boots, #1c1c1c
rare_star_armor_chestplate, #5a5a4b
rare_star_armor_helmet, #151515
rare_star_armor_leggings, #191919
rare_star_sapphire, #6b6b5b
rare_star_sapphire_axe, #515140
rare_star_sapphire_hoe, #4b4b3a
rare_star_sapphire_pickaxe, #444433
rare_star_sapphire_shovel, #4d4d3d
rare_star_sapphire_sword, #50503e
rare_tanzanite, #5297bc
rare_tanzanite_armor_boots, #19848d
rare_tanzanite_armor_chestplate, #33a8ab
rare_tanzanite_armor_helmet, #1e9894
rare_tanzanite_armor_leggings, #22829e
rare_tanzanite_axe, #347676
rare_tanzanite_hoe, #f3758
rare_tanzanite_pickaxe, #115f46
rare_tanzanite_shovel_shovel, #255e62
rare_tanzanite_sword, #f8080
raspberry_armor_boots, #de0e7d
raspberry_armor_chestplate, #ff1198
raspberry_armor_helmet, #cf0a72
raspberry_armor_leggings, #ea0c83
raspberry_diamond, #ff34b6
raspberry_diamond_axe, #dc4797
raspberry_diamond_shovel, #d01278
raspberry_diamond_sword, #eb2890
raspberry_hoe, #c9086f
raspberry_pickaxe, #cc0e73
raw_aluminium, #eae8e8
raw_americium, #824d4e
raw_bismuth, #afaeab
raw_cadmium, #8eb2a5
raw_chrome, #847ab9
raw_europium, #ffc857
raw_holmium, #7a8451
raw_indium, #e3d3ed
raw_iridium, #a184ab
raw_lead, #797979
raw_lithium, #b5d0d0
raw_magnesium, #f5a2a2
raw_manganese, #ee8e7f
raw_molybdenum, #6882a4
raw_nickel, #ffcdcd
raw_niobium, #d95cde
raw_osmium, #aec2cd
raw_palladium, #de5e33
raw_pelenium, #ff61c2
raw_platinum, #bcc5d6
raw_potassium, #ffffff
raw_rhodium, #d44b7d
raw_ruthenium, #c8ee4b
raw_scandium, #aca27c
raw_silicon, #bbb2cf
raw_silver, #e8e8e8
raw_tantalum, #a78a8a
raw_technetium, #93b6be
raw_thorium, #943c29
raw_tin, #d4c0ae
raw_tungsten, #98ca87
raw_vanadium, #d2687c
raw_yttrium, #caaf64
raw_zinc, #a5beb9
raw_zirconium, #bb986e
red_catseye, #d22c2c
red_catseye_1_armor_boots, #941b1b
red_catseye_1_armor_chestplate, #b42525
